text,ipa
ট ন স ি ল,t ɔ n o s i l
স ্ ট ে জ শ ো,s t e ɟ ʃ o
উ প া র ্ জ ন ক া র ী ।,u p ɐ ɾ ɟ o n k ɐ ɾ i ।
"ব ে ল জ ি য় া ম ,","b e l o ɟ i ʲ ɐ m ,"
প চ া,p ɔ c ɐ
ফ র ি দ প ু র,p ʰ o ɾ i d ̪ p u ɾ
শ ত ্ র ু ও,ʃ o t ̪ ɾ u ͡ o ̯
ন গ র ব া স ী র,n ɔ g o ɾ ɔ b ɐ ʃ i ɾ
প া র ি ব া র ে র,p ɐ ɾ i b ɐ ɾ e ɾ
প য় স া,p ɔ ʲ ʃ ɐ
ফ ি র ে ন ন ি ।,p ʰ i ɾ e n n i ।
ম ঠ ো প থ ে,m ɔ t ʰ o p o t ̪ ʰ e
"স া ধ ু - স ন ্ ত ,","ʃ ɐ d ̪ ʱ u - ʃ ɔ n t ̪ o ,"
ম া র ্ ক া র,m ɐ ɾ k ɐ ɾ
ধ ো ন ি,d ̪ ʱ o n i
ম ি র প ু র - ভ ে ড় া ম া র া য়,m i ɾ p u ɾ - b ʱ e ɽ ɐ m ɐ ɾ ɐ ʲ
অ খ ণ ্ ড ত া ।,ɔ k ʰ ɔ n d o t ̪ ɐ ।
উ ভ য় ে র,u b ʱ ɔ ʲ e ɾ
হ া স ি ম ু খ ে,h ɐ ʃ i m u k ʰ e
ক ে ই ন,k e ͡ i ̯ n
ন ে ও য় া,n e ͡ o ̯ ʷ ɐ
"স া র ্ ব ভ ৌ ম ত ্ ব ,","ʃ ɐ ɾ b o b ʱ o ͡ u ̯ m o t ̪ t ̪ o ,"
প া য় ন ি ।,p ɐ ʲ n i ।
র ি প ো র ্ ট,ɾ i p o ɾ t
ব ি ক ু ল,b i k u l
র া জ ন া থ,ɾ ɐ ɟ n ɐ t ̪ ʰ
ব া ছ ু র ট ি,b ɐ c ʰ u ɾ t i
ও য় া জ,o ʷ ɐ ɟ
স ভ া র,ʃ ɔ b ʱ ɐ ɾ
"ব ্ র া দ া র ্ স ,","b ɾ ɐ d ̪ ɐ ɾ s ,"
"ফ ি র ো জ ,","p ʰ i ɾ o ɟ ,"
প ে ন া ল ্ ট ি,p e n ɐ l t i
ক ্ র স,k ɾ o ʃ
ফ ে ড া র ে শ ন ।,p ʰ e d ɐ ɾ e ʃ o n ।
ন ি উ জ ি ল ্ য া ন ্ ড,n i ͡ u ̯ ɟ i l ɛ n d
প ্ র দ ক ্ ষ ি ন,p ɾ o d ̪ o k k ʰ i n
প া ই,p ɐ ͡ i ̯
স ম স ্ য া গ ু ল ো র,ʃ ɔ m o ʃ ʃ ɐ g u l o ɾ
ক ো ন ট া,k o n t ɐ
ড ি প া র ্ ট ম ে ন ্ ট া ল,d i p ɐ ɾ t o m e n t ɐ l
দ ল ি ল প ত ্ র,d ̪ o l i l p o t ̪ ɾ o
ক ু য় া ল া ল া ম প ু র ে র,k u ʲ ɐ l ɐ l ɐ m p u ɾ e ɾ
আ প ত ্ ত ি ।,ɐ p o t ̪ t ̪ i ।
ব ে ন,b e n
ফ ে ন া র ব া ঁ ক,p ʰ e n ɐ ɾ b ɐ ̃ k
দ ি য় ে ছ ি ।,d ̪ i ʲ e c ʰ i ।
স ম া ব ে শ,ʃ ɔ m ɐ b e ʃ
জ া দ ি ম ো ড় া,ɟ ɐ d ̪ i m o ɽ ɐ
উ দ ্ ব ো ধ ন,u d ̪ b o d ̪ ʱ o n
প ক ্ ষ া ব ল ম ্ ব ন,p o k k ʰ ɐ b o l o m b o n
জ ন স ভ া র,ɟ ɔ n o ʃ b ʱ ɐ ɾ
খ ি দ ম া হ,k ʰ i d ̪ ɔ m ɐ h o
হ া স ি ন া স হ,h ɐ ʃ i n ɐ ʃ ɔ h o
ব া ই শ া র ী,b ɐ ͡ i ̯ ʃ ɐ ɾ i
ম ু খ র ো চ ক,m u k ʰ ɾ o c ɔ k
ক ্ ষ ত ি ই,k ʰ o t ̪ i ͡ i ̯
ভ ে ত র ট া,b ʱ e t ̪ ɔ ɾ t ɐ
স ু ফ ি য় া ।,ʃ u p ʰ i ʲ ɐ ।
ই ঞ ্ জ ি ন ি য় া র দ ে র,i n ɟ i n i ʲ ɐ ɾ d ̪ e ɾ
"ত ব ল া ,","t ̪ ɔ b o l ɐ ,"
জ া ন া ন ।,ɟ ɐ n ɐ n ।
"হ া র ে জ ,","h ɐ ɾ e ɟ ,"
আ ই স ি ই উ ত ে,ɐ ͡ i ̯ s i ͡ i ̯ ͡ u ̯ t ̪ e
ক া র া ব ন ্ দ ি দ ে র,k ɐ ɾ ɐ ͡ ɐ ̯ n d ̪ i d ̪ e ɾ
হ ো স ে ন র া ।,h o s e n ɾ ɐ ।
য ু ব া র া,ɟ u b ɐ ɾ ɐ
প ূ র ্ ব প র ি ক ল ্ প ি ত ই,p u ɾ b o p o ɾ i k ɔ l p i t ̪ o ͡ i ̯
"ব ি ন য় ,","b i n ɔ ʲ ,"
ই স ম া ই ল,i ʃ m ɐ ͡ i ̯ l
ভ ু গ ছ ি ল ।,b ʱ u g c ʰ i l o ।
গ ্ ল া স ে র,g l ɐ s e ɾ
অ স ি,ɔ ʃ i
গ ো য় া ত ল া,g o ʲ ɐ t ̪ ɔ l ɐ
ব ি শ ৃ ঙ ্ খ ল া,b i s ɾ i ŋ k ʰ o l ɐ
স র দ হ,ʃ ɔ ɾ d ̪ ɔ h o
ই এ স প ি এ ন ক ্ র ি ক ই ন ফ ো ক ে,i ͡ e ̯ s p i ͡ e ̯ n k ɾ i k i n p ʰ o k e
প ্ র ে ম ি ক া ।,p ɾ e m i k ɐ ।
"খ ৈ য় া ,","k ʰ o ͡ i ̯ ʲ ɐ ,"
গ ্ র ্ য া ন ্ ড ম া স ্ ট া র ক ে,g ɾ ɐ n d m ɐ s t ɐ ɾ k e
ন ক শ া র,n o k ʃ ɐ ɾ
ত ি ন ট া য়,t ̪ i n t ɐ ͡ e ̯
স ্ থ া প ন ক া র ী,s t ̪ ʰ ɐ p ɔ n k ɐ ɾ i
হ া র ু ণ,h ɐ ɾ u n
ধ ী র া শ ্ র ম,d ̪ ʱ i ɾ ɐ s ɾ o m
ব ি ক ল ্ প,b i k ɔ l p o
চ ু য় া ড া ঙ ্ গ া য়,c u ʲ ɐ d ɐ ŋ g ɐ ʲ
গ ৌ র ম ন ্ দ ি র,g o ͡ u ̯ ɾ o m o n d ̪ i ɾ
স া ক ি ব,ʃ ɐ k i b o
স দ স ্ য ব ি শ ি ষ ্ ট,ʃ ɔ d ̪ o ʃ ʃ o b i ʃ i ʃ t o
প র া জ ি ত,p ɔ ɾ ɐ ɟ i t ̪ o
অ ভ ি য ো গ ক া র ী র,o b ʱ i ɟ o g k ɐ ɾ i ɾ
প ্ র ত ি শ ্ র ু ত ি,p ɾ o t ̪ i s ɾ u t ̪ i
প ু র া ত ন,p u ɾ ɐ t ̪ ɔ n
"র ক ্ ত চ া প ,","ɾ ɔ k t ̪ o c ɐ p ,"
গ ণ ্ ড ি,g ɔ n d i
র া র ্ ন া স আ প,ɾ ɐ ɾ n ɐ ʃ ɐ p
ভ া ত ে র,b ʱ ɐ t ̪ e ɾ
স া ই জ,s ɐ ͡ i ̯ ɟ
"শ ্ র ী ল ং ক া ,","s ɾ i l ŋ k ɐ ,"
আ শ ং ক া য়,ɐ ʃ o ŋ k ɐ ʲ
ম া ল ি হ া,m ɐ l i h ɐ
স া র া ক ্ ষ ণ,ʃ ɐ ɾ ɐ k k ʰ o n
প ্ র শ ্ র য়,p ɾ o ʃ ɾ ɔ ʲ
ম া ন ব ত া ব ি র ো ধ ী,m ɐ n o b ɔ t ̪ ɐ b i ɾ o d ̪ ʱ i
দ া ঁ ড় া ল া ম ।,d ̪ ɐ ̃ ɽ ɐ l ɐ m ।
য ো গ ্ য,ɟ o g g o
ব ি শ ্ ব া স ক ে,b i ʃ ʃ ɐ ʃ k e
ব ু ঝ ল া ম,b u ɟ ʱ l ɐ m
শ া র ্ ল ি র,ʃ ɐ ɾ l i ɾ
ম ত ি ন ে র,m o t ̪ i n e ɾ
অ প া র ে ট র,ɔ p ɐ ɾ e t o ɾ
আ ড ্ ড া,ɐ d d ɐ
র া খ ু ন,ɾ ɐ k ʰ u n
ও ড় া ন ো,o ɽ ɐ n o
ল ে খ া ন,l e k ʰ ɐ n
র া য় হ া ন ে র,ɾ ɐ ʲ h ɐ n e ɾ
দ ি ন ভ র,d ̪ i n b ʱ ɔ ɾ
খ া ত া ।,k ʰ ɐ t ̪ ɐ ।
শ র ী র চ র ্ চ া,ʃ o ɾ i ɾ c ɔ ɾ c ɐ
ম া দ ্ র া স া ।,m ɐ d ̪ ɾ ɐ ʃ ɐ ।
"আ শ া ,","ɐ ʃ ɐ ,"
আ ম া ক ে ।,ɐ m ɐ k e ।
স া য় ে ন ্ স,ʃ ɐ ʲ e n s
ম ি জ া ন ু র,m i ɟ ɐ n u ɾ
স া হ ে ব ে র,ʃ ɐ h e b e ɾ
ক ল ম ্ ব ি য় া ন,k ɔ l o m b i ʲ ɐ n
ন া ট ক,n ɐ t ɔ k
অ শ ্ র ু,o s ɾ u
প শ ্ চ ি ম ব ঙ ্ গ,p o ʃ c i m b ɔ ŋ g o
ব া ন ্ ধ ব ী স হ,b ɐ n d ̪ ʱ o b i ʃ ɔ h o
ত র ু ণ ী ক ে ই,t ̪ o ɾ u n i k e ͡ i ̯
‘ জ ী ব ন ে র,‘ ɟ i b ɔ n e ɾ
র া জ া র া ম প ু র,ɾ ɐ ɟ ɐ ɾ ɐ m p u ɾ
ব া ন ্ দ র ব া ন,b ɐ n d ̪ o ɾ b ɐ n
ব স ু ।,b o ʃ u ।
এ ল ো প া থ া ড় ি,e l o p ɐ t ̪ ʰ ɐ ɽ i
অ ন ি শ ্ চ য় ত া,ɔ n i ʃ c ɔ ʲ t ̪ ɐ
দ ৃ ষ ্ ট ি ভ ঙ ্ গ ি,d ̪ ɾ i ʃ t i b ʱ o ŋ g i
দ ি ল দ া র,d ̪ i l d ̪ ɐ ɾ
শ ু ভ ে চ ্ ছ া ।,ʃ u b ʱ e c c ʰ ɐ ।
প য় ঃ ন ি ষ ্ ক া শ ন ে র,p ɔ ʲ o n i ʃ k ɐ ʃ o n e ɾ
স ং গ ্ র হ শ া ল া য়,ʃ ɔ ŋ g ɾ o h o ʃ ɐ l ɐ ʲ
গ া ড় ি স হ,g ɐ ɽ i ʃ ɔ h o
আ ই ক ন,ɐ ͡ i ̯ k o n
"ম ন ্ ত ্ র ণ া ল য় ,","m ɔ n t ̪ ɾ o n ɐ l ɔ ʲ ,"
উ ল ্ ট ো,u l t o
য ত ক ্ ষ ণ,ɟ ɔ t ̪ o k k ʰ o n
ন ি ষ ে ধ া জ ্ ঞ া,n i ʃ e d ̪ ʱ ɐ g g ɐ
ক র ্ ম ক র ্ ত া দ ে র ই,k ɔ ɾ m o k ɔ ɾ t ̪ ɐ d ̪ e ɾ i
খ ে ল ো য় া ড় র া ।,k ʰ e l o ʷ ɐ ɽ ɾ ɐ ।
স ম া জ ক র ্ ম ী,ʃ ɔ m ɐ ɟ k ɔ ɾ m i
ঢ া ল ী র,d ʱ ɐ l i ɾ
ল ে ম ি ন ে ট ি ং,l e m i n e t i ŋ
ট ি ক া দ া ন,t i k ɐ d ̪ ɐ n
ক র ি য় ে ছ ি ল ে ন,k o ɾ i ʲ e c ʰ i l e n
অ ব স ্ থ া ন ে,ɔ b o s t ̪ ʰ ɐ n e
ট ু র ্ ন া ম ে ন ্ ট ক ে,t u ɾ n ɐ m e n t k e
য শ ো দ া ব ে ন ।,ɟ ɔ ʃ o d ̪ ɐ b e n ।
প া র ফ র ম ্ য া ন ্ স ।,p ɐ ɾ p ʰ ɔ ɾ o m ɛ n ʃ o ।
ই উ ন ি ট গ ু ল ো র,i ͡ u ̯ n i t g u l o ɾ
ই উ এ স এ স ড ি ভ ি ত ্ ত ি ক,i ͡ u ̯ e s e ʃ o d i b ʱ i t ̪ t ̪ i k
আ ই ন শ ৃ ৃ ঙ ্ খ ল া,ɐ ͡ i ̯ n s n ɾ i ŋ k ʰ o l ɐ
আ গ ু য় ে র ো,ɐ g u ʲ e ɾ o
দ ি ল ্ ল ি ত ে ও,d ̪ i l l i t ̪ e ͡ o ̯
ত ু র স ্ ক ে,t ̪ u ɾ o ʃ k e
অ ন ু য া য় ী ।,o n u ɟ ɐ ʲ i ।
অ ্ য া প ে ই,ɛ p e ͡ i ̯
ভ া র ো ত ্ ত ো ল ক র া ।,b ʱ ɐ ɾ o t ̪ t ̪ o l k ɔ ɾ ɐ ।
ম া ঝ ে ম ধ ্ য ে ই,m ɐ ɟ ʱ e m o d ̪ d ̪ ʱ e ͡ i ̯
এ র চ ে য় ে,e ɾ c e ʲ e
ব া ন া ব,b ɐ n ɐ b o
শ ঙ ্ ক া,ʃ o ŋ k ɐ
ব া র ু হ া স,b ɐ ɾ u h ɐ ʃ
স হ ক র ্ ম ী ক ে,ʃ ɔ h o k ɔ ɾ m i k e
আ ন ্ দ া ম া ন,ɐ n d ̪ ɐ m ɐ n
ম ূ ল প র ্ ব,m u l p ɔ ɾ b o
ম ু র া ক ি ব,m u ɾ ɐ k i b o
ই উ র ো,i ͡ u ̯ ɾ o
ই ম ্ প ো র ্ ট া র ্ স,i m p o ɾ t ɐ ɾ s
ম া ঝ,m ɐ ɟ ʱ
উ প ক ূ ল ে,u p o k u l e
ব ল ে ছ ি ল ে ন -,b o l e c ʰ i l e n -
এ ল ে ন ।,e l e n ।
ক া জ গ ু ল ো,k ɐ ɟ g u l o
ত া ৎ প র ্ য প ূ র ্ ণ,t ̪ ɐ t ̪ p ɔ ɾ ɟ o p u ɾ n o
ম ি ছ ি ল স হ ক া র ে,m i c ʰ i l o ʃ ɔ h o k ɐ ɾ e
জ ন স ে ব া ম ূ ল ক,ɟ ɔ n ʃ e b ɐ m u l o k
"ন া জ ি ফ া ,","n ɐ ɟ i p ʰ ɐ ,"
আ ল ব দ র - আ ল,ɐ l b o d ̪ ɔ ɾ - ɐ l
র ি জ ও য় া ন,ɾ i ɟ o ʷ ɐ n
ফ ্ য া স ি স ্ ট,p ʰ ɛ ʃ i s t
ও স ম া ন ।,o s m ɐ n ।
ড ে ল ি ভ া র ি ত ে,d e l i b ʱ ɐ ɾ i t ̪ e
ক ন ্ য া শ ি শ ু ক ে,k o n n ɐ ʃ i ʃ u k e
অ স ্ থ ি র,ɔ s t ̪ ʰ i ɾ
ম ৌ স ু ম ি,m o ͡ u ̯ ʃ u m i
জ া ন া র,ɟ ɐ n ɐ ɾ
ড া ক ব া ং ল ো,d ɐ k b ɐ ŋ l o
আ য় ে শ া স হ,ɐ ʲ e ʃ ɐ ʃ ɔ h o
প ্ র ে ম ি ক া,p ɾ e m i k ɐ
ড ি স ি,d i s i
অ ব স ্ থ া ।,ɔ b o s t ̪ ʰ ɐ ।
প ্ ল া স ে ই,p l ɐ s e ͡ i ̯
প ্ র ত া প ে,p ɾ o t ̪ ɐ p e
স প ্ ত া হ গ ু ল ো,ʃ ɔ p t ̪ ɐ h g u l o
প ্ র শ স ্ ত ত া,p ɾ o ʃ ɔ s t ̪ o t ̪ ɐ
ও য় া হ া ব ে র,o ʷ ɐ h ɐ b e ɾ
ক ো স ্ ট গ া র ্ ড ক ে,k o s t g ɐ ɾ d k e
ক ে ন ্ দ ্ র ে র,k e n d ̪ ɾ e ɾ
ব ু থ,b u t ̪ ʰ
ক া ল স ি ট ে,k ɐ l s i t e
দ ে খ ল,d ̪ e k ʰ l
আ হ ম ে দ ক ে ।,ɐ h o m e d ̪ k e ।
ফ ে স ব ু ক স হ,p ʰ e s b u k ʃ ɔ h o
চ া ঁ দ প ু র,c ɐ ̃ d ̪ p u ɾ
ক ্ য া র ি ল ন া র,k ɛ ɾ i l o n ɐ ɾ
অ ্ য া স ি স ্ ট ্ য া ন ্ ট,ɛ ʃ i s t ɐ n t
স ই ল প ু র,ʃ ɔ ͡ i ̯ l p u ɾ
খ ব র - স া ভ া র,k ʰ ɔ b o ɾ - ʃ ɐ b ʱ ɐ ɾ
ব ো র ড ে ট া র,b o ɾ d e t ɐ ɾ
ড ে ন ম া র ্ ক ে র,d e n m ɐ ɾ k e ɾ
আ স া ম ী,ɐ ʃ ɐ m i
ম ন ো হ র ।,m o n o h o ɾ ।
স ি ড ি,s i d i
ব ে ড় া জ া ল ে,b e ɽ ɐ ɟ ɐ l e
ব া ল ি য় া ড় ি র,b ɐ l i ʲ ɐ ɽ i ɾ
ন া ট ক গ ু ল ো,n ɐ t ɔ k g u l o
শ ি ত ্ ম ী,ʃ i t ̪ t ̪ i
চ া ট ম ো হ র,c ɐ t m o h o ɾ
ক ি ন া,k i n ɐ
প থ শ ি শ ু দ ে র,p o t ̪ ʰ o ʃ i ʃ u d ̪ e ɾ
প র ি স ্ থ ি ত ি,p o ɾ i s t ̪ ʰ i t ̪ i
ন ি য় ে ছ ি ল,n i ʲ e c ʰ i l o
জ গ ি র া স,ɟ ɔ g i ɾ ɐ ʃ
ল ি খ ে ছ ে ন,l i k ʰ e c ʰ e n
স া ফ া ই,ʃ ɐ p ʰ ɐ ͡ i ̯
স া ম ্ ব া,ʃ ɐ m b ɐ
ম ু ক ্ ত া ।,m u k t ̪ ɐ ।
ব া ড় ি র ও,b ɐ ɽ i ɾ o
ট া ক া য়,t ɐ k ɐ ʲ
"ক ে ,","k e ,"
প া ব ে ।,p ɐ b e ।
ট ে র র ি জ ম,t e ɾ ɔ ɾ i ɟ ɔ m
ক া র ্ জ ন,k ɐ ɾ ɟ o n
স ্ ট ্ র ে স,s t ɾ e s
শ র ী র ে,ʃ o ɾ i ɾ e
ব ে ল ্ ট,b e l t
জ . ই .,ɟ o . i .
ই ন দ া ল ো ।,i n d ̪ ɐ l o ।
স ্ ব ী ক া র ো ক ্ ত ি ত ে,ʃ i k ɐ ɾ o k t ̪ i t ̪ e
অ ন ে ক গ ু ল ো,ɔ n e k g u l o
ট ে স ্ ট ে ।,t e s t e ।
ক া জ ই,k ɐ ɟ i
ল ে ন দ ে ন ে,l e n d ̪ e n e
‘ ব ঙ ্ গ ব ন ্ ধ ু,‘ b ɔ ŋ g o b o n d ̪ ʱ u
অ ন ু ষ ্ ঠ া ন ও,o n u ʃ t ʰ ɐ n o
ব ৃ দ ্ ধ ি র,b ɾ i d ̪ d ̪ ʱ i ɾ
প ে ৗ র,p e ɾ
খ ু ল ত ে,k ʰ u l t ̪ e
হ ি থ,h i t ̪ ʰ
র া ম ে ক ে র,ɾ ɐ m e k e ɾ
ব া চ ি ক শ ি ল ্ প ী,b ɐ c i k ʃ i l p i
ত া ড় ি য় ে,t ̪ ɐ ɽ i ʲ e
গ ল ্ প,g ɔ l p o
দ ে খ ে ছ ি,d ̪ e k ʰ e c ʰ i
প ড় ছ ে ন ।,p o ɽ c ʰ e n ।
স ং ক ্ ষ ি প ্ ত,ʃ ɔ ŋ k k ʰ i p t ̪ o
শ া ক প ু র া য়,ʃ ɐ k p u ɾ ɐ ʲ
ক ী,k i
দ া ঁ ড ় া ন,d ̪ ɐ ̃ ɽ ɐ n
স ং ল া প ক ে,ʃ ɔ ŋ l ɐ p k e
ম ি র প ু র ে র,m i ɾ p u ɾ e ɾ
খ ু ল া র,k ʰ u l ɐ ɾ
ই য় া স ি ন ক ে,i ʲ ɐ ʃ i n k e
র ক ্ ত ক ্ ষ র ণ ও,ɾ ɔ k t ̪ o k k ʰ o ɾ o n o
ল স ্ ক র - ই - ত ই ব া,l ɔ s k ɔ ɾ - i - t ̪ i b ɐ
গ ি য় ে,g i ʲ e
ঘ ো ল া ট ে,g ʱ o l ɐ t e
গ ্ র া স ে,g ɾ ɐ ʃ e
দ ে ল া ও য় া র,d ̪ e l ɐ ͡ o ̯ ʷ ɐ ɾ
প শ ম ও য় া ল া ।,p ɔ ʃ ɔ m o ʷ ɐ l ɐ ।
ক ্ র য় ে,k ɾ o ʲ e
ব ি ধ ি ম া ল া,b i d ̪ ʱ i m ɐ l ɐ
ব া দ ে ব া ড় ে ঙ ্ গ া,b ɐ d ̪ e b ɐ ɽ e ŋ g ɐ
ব ড় ু য় া,b o ɽ u ʲ ɐ
স া ম ল ি য় ে,ʃ ɐ m o l i ʲ e
আ শ ি ক ু জ ্ জ া ম া ন,ɐ ʃ i k u ɟ ɟ ɐ m ɐ n
ব ু ভ ু ক ্ ষ ু,b u b ʱ u k k ʰ u
ন ি র ্ জ ন,n i ɾ ɟ ɔ n
ব ন ্ ধ,b o n d ̪ ʱ o
স া জ া চ ্ ছ ে ন ।,ʃ ɐ ɟ ɐ c c ʰ e n ।
ব ক ্ ত ব ্ য - ব ি ব ৃ ত ি,b o k t ̪ o b b o - b i b ɾ i t ̪ i
চ ো খ ক ে,c o c o k e
এ খ ত ি য় া র,e k ʰ o t ̪ i ʲ ɐ ɾ
প া ঁ চ ত া র া,p ɐ ̃ c t ̪ ɐ ɾ ɐ
ম ম ত া র,m ɔ m o t ̪ ɐ ɾ
হ ত ্ য া ক া ণ ্ ড ে,h o t ̪ t ̪ ɐ k ɐ n d e
খ ু ল ত ে ও,k ʰ u l t ̪ e ͡ o ̯
প ে র ে র া র,p e ɾ e ɾ ɐ ɾ
ম ু ক ্ ত য ো দ ্ ধ া দ ে র,m u k t ̪ o ɟ o d ̪ d ̪ ʱ ɐ d ̪ e ɾ
ন া ড় ি ত ে,n ɐ ɽ i t ̪ e
খ ে ল ত ে ।,k ʰ e l t ̪ e ।
আ ল া ম ত,ɐ l ɐ m ɔ t ̪
স া ক ্ ষ া ৎ ক া র ী দ ে র,ʃ ɐ k k ʰ ɐ t ̪ k ɐ ɾ i d ̪ e ɾ
প র ি ষ ্ ক া র ।,p o ɾ i ʃ k ɐ ɾ ।
ক ম ব ে ।,k o m b e ।
উ ত ্ ত ম,u t ̪ t ̪ o m
উ প ল ক ্ ষ ে,u p o l ɔ k k ʰ k
হ ে ল ি ক প ্ ট া র ট ি,h e l i k p t ɐ ɾ t i
ট ি এ ন ্ ড ট ি,t i ͡ e ̯ n d o t i
র ি জ ি য় ন,ɾ i ɟ i ʲ o n
অ ট ো ম ে শ ন ে র,ɔ t o m e ʃ o n e ɾ
স ে ল ি ম া,s e l i m ɐ
ক ু স ু ম,k u ʃ u m
স ্ থ া য় ী,s t ̪ ʰ ɐ ʲ i
হ ি স ে ব ে,h i ʃ e b e
স ো ল া র,ʃ o l ɐ ɾ
দ া ন ক ৃ ত,d ̪ ɐ n k ɾ i t ̪ o
ঠ ু ক ে,t ʰ u k e
ক দ র,k ɔ d ̪ o ɾ
ড ্ র া ই,d ɾ ɐ ͡ i ̯
অ ত ি র ি ক ্ ত,o t ̪ i ɾ i k t ̪ o
গ ে ল ে ই,g e l e ͡ i ̯
ল ে খ া ল ে খ ি র,l e k ʰ ɐ l e k ʰ i ɾ
চ া ই ত,c ɐ ͡ i ̯ t ̪ o
প া ঠ ি য় ে,p ɐ t ʰ i ʲ e
ই ন স ্ ট ি ট ি উ ট ে র,i n o ʃ t i t i ͡ u ̯ t e ɾ
এ র ম ধ ্ য ে,e ɾ m o d d ̪ ʱ e
হ ে র ে ছ ি ল ।,h e ɾ e c ʰ i l o ।
ম ো শ া র ফ ক ে,m o ʃ ɐ ɾ p ʰ k e
স ো ন া ই ম ু ড় ি,ʃ o n ɐ ͡ i ̯ m u ɽ i
হ ে ম া,h e m ɐ
ছ ে ল ে - ম ে য় ে দ ে র,c ʰ e l e - m e ʲ e d ̪ e ɾ
ব স ে ছ ে ন,b o ʃ e c ʰ e n
ড ি স প ্ ল ে ত ে,d i s p l e t ̪ e
ল ে ব ে ল,l e b e l
য া ব া র,ɟ ɐ b ɐ ɾ
স ী ম া ন ্ ত,ʃ i m ɐ n t ̪ o
ক া ম র া ঙ ্ গ ী র চ র ে র,k ɐ m ɾ ɐ ŋ g i ɾ c o ɾ e ɾ
ই ন ্ ড ি জ ও,i n d i ɟ o
আ দ ু র ে,ɐ d ̪ u ɾ e
ও য় া ট স ন ।,o ʷ ɐ t ʃ ɔ n ।
ভ ক ্ ত ি র,b ʱ o k t ̪ i ɾ
অ ত ি গ ো প ন ে,o t ̪ i g o p o n e
উ প া স ্ থ ি ত,u p ɐ s t ̪ ʰ i t ̪
স া ন ো য় া র া,ʃ ɐ n o ʷ ɐ ɾ ɐ
স ং খ ্ য া ল ঘ ু,ʃ ɔ ŋ k ʰ k ʰ ɐ l g ʱ u
আ স - স ি স ি স হ,ɐ ʃ o - ʃ i ʃ i ʃ ɔ h o
স ম ্ ভ ব ।,ʃ ɔ m b ʱ ɔ b ।
প র প র ই,p ɔ ɾ p ɔ ɾ i
ল ত া প া ত া,l ɔ t ̪ ɐ p ɐ t ̪ ɐ
ন া ভ ি দ,n ɐ b ʱ i d ̪
ন া ম া য়,n ɐ m ɐ ʲ
ম া ট ক া ট া,m ɐ t k ɐ t ɐ
র া ষ ্ ট ্ র প ত ি ক ে,ɾ ɐ ʃ t ɾ o p o t ̪ i k e
স ফ র ক া ল ী ন,ʃ ɔ p ʰ ɔ ɾ k ɐ l i n
ব া ং ল া দ ে শ ী দ ে র,b ɐ ŋ l ɐ d ̪ e ʃ i d ̪ e ɾ
র া স ্ ত া ক ে ই,ɾ ɐ s t ̪ ɐ k e ͡ i ̯
ত ু র ি ন ো র,t ̪ u ɾ i n o ɾ
স া ফ ি য় া ক ে,ʃ ɐ p ʰ i ʲ ɐ k e
গ ম ্ ভ ী র ক ে ই,g o m b ʱ i ɾ k e ͡ i ̯
চ ো ত ্ ত া খ ো ল া য়,c o t ̪ t ̪ ɐ k ʰ o l ɐ ʲ
শ ে ষ ।,ʃ e ʃ ।
"ক া উ ন ্ স ি ল ,","k ɐ ͡ u ̯ n s i l ,"
"ফ র ম া ল ড ি হ া ই ড ,","p ʰ ɔ ɾ m ɐ l d i h ɐ ͡ i ̯ d ,"
থ ে ক ে ই ।,t ̪ ʰ e k e ͡ i ̯ ।
ম ু ড় ি য় ে,m u ɽ i ʲ e
ড ু ম ু র ি য় া,d u m u ɾ i ʲ ɐ
ম র ি য় া ।,m o ɾ i ʲ ɐ ।
ব ি আ ই ড ি এ স ।,b i ͡ ɐ ̯ ͡ i ̯ d i ͡ e ̯ s ।
র ঞ ্ জ ু,ɾ ɔ n ɟ u
ম া ধ ই ল,m ɐ d ̪ ʱ i l
এ ব া দ ু ল ্ ল া হ,e b ɐ d ̪ u l l ɐ h
‘ চ ট ্ ট গ ্ র া ম ে র,‘ c ɔ t t o g ɾ ɐ m e ɾ
র ঞ ্ জ ন ক া ন ্ ত ি,ɾ ɔ n ɟ o n k ɐ n t ̪ i
শ ত ব র ্ ষ ী,ʃ ɔ t ̪ o b ɔ ɾ ʃ i
স া ই য় ি দ ে র,ʃ ɐ ͡ i ̯ ʲ i d ̪ e ɾ
ক র ্ ম ক র ্ ত া ক ে,k ɔ ɾ m o k ɔ ɾ t ̪ ɐ k e
প ্ র া ণ ক ে ন ্ দ ্ র ে,p ɾ ɐ n k e n d ̪ ɾ e
র জ ন ী র,ɾ ɔ ɟ o n i ɾ
র ু খ ত ে ফ ল প ্ র স ূ,ɾ u k ʰ t ̪ e p ʰ ɔ l p ɾ o ʃ u
ছ া ত ্ র - ছ া ত ্ র ী দ ে র,c ʰ ɐ t ̪ ɾ o - c ʰ ɐ t ̪ ɾ i d ̪ e ɾ
দ ে শ গ ু ল ো ক ে,d ̪ e ʃ g u l o k e
প া ঠ ক,p ɐ t ʰ o k
শ া ম স ু জ ্ জ ো হ া,ʃ ɐ m s u ɟ ɟ o h ɐ
এ শ ি য় া - প ্ য া স ি ফ ি ক,e ʃ i ʲ ɐ - p d ̪ ɐ ʃ i p ʰ i k
"ক র ব ো ,","k o ɾ b o ,"
